Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Moisture,Soil Type,Crop Type,Fertilizer Name
139,138,114,37.5,71.7,23.8,Sandy,Wheat,28-28
90,105,85,21.6,66.3,41.2,Clayey,Paddy,20-20
75,2,80,18.3,32.2,58.8,Sandy,Ground Nuts,DAP
120,37,142,28.2,41.9,25.5,Black,Pulses,14-35-14
89,39,73,39.1,56.0,29.1,Red,Cotton,14-35-14
60,2,81,19.3,73.5,26.8,Red,Tobacco,DAP
2,92,34,38.6,67.6,52.0,Clayey,Barley,28-28
93,57,129,30.9,24.6,37.0,Black,Cotton,DAP
113,18,109,25.5,99.2,32.8,Black,Maize,DAP
133,140,85,28.2,87.6,46.9,Black,Maize,28-28
118,46,45,18.4,23.3,46.2,Black,Maize,28-28
127,50,190,15.0,36.0,52.6,Sandy,Wheat,28-28
126,108,99,24.9,36.3,47.2,Sandy,Wheat,28-28
109,29,91,36.1,17.9,29.3,Loamy,Maize,DAP
104,30,181,40.1,21.9,12.8,Red,Wheat,DAP
63,123,100,19.5,44.4,26.9,Clayey,Paddy,17-17-17
109,18,202,40.0,30.8,18.1,Clayey,Millets,DAP
61,102,189,40.9,67.0,56.4,Sandy,Paddy,10-26-26
125,117,53,42.5,47.4,35.2,Red,Tobacco,10-26-26
80,84,82,42.3,52.6,44.1,Red,Tobacco,14-35-14
23,43,128,43.6,66.7,15.2,Loamy,Maize,10-26-26
81,28,178,42.2,64.8,46.9,Red,Oil seeds,DAP
21,98,16,43.5,29.9,45.4,Loamy,Maize,28-28
58,53,125,38.7,95.9,55.8,Sandy,Maize,10-26-26
71,46,102,19.8,42.7,11.4,Black,Ground Nuts,14-35-14
109,26,127,38.2,34.2,17.6,Loamy,Ground Nuts,DAP
55,144,147,44.0,23.9,39.0,Loamy,Tobacco,17-17-17
124,1,75,44.3,58.0,51.5,Loamy,Oil seeds,DAP
131,138,151,26.1,32.3,11.9,Loamy,Pulses,14-35-14
67,125,42,27.7,50.4,18.1,Clayey,Paddy,17-17-17
139,128,199,30.1,53.3,18.7,Loamy,Oil seeds,14-35-14
8,72,25,22.9,19.7,36.0,Clayey,Wheat,28-28
24,20,139,35.1,36.2,46.4,Clayey,Cotton,Urea
39,138,183,17.0,30.2,27.9,Loamy,Wheat,28-28
60,12,139,42.0,16.7,23.6,Loamy,Maize,DAP
32,41,142,32.9,82.3,11.7,Black,Millets,20-20
52,139,189,16.8,26.9,47.3,Loamy,Tobacco,17-17-17
87,42,16,20.4,61.5,30.1,Loamy,Millets,Urea
76,34,161,44.7,39.6,14.2,Red,Barley,DAP
17,70,39,36.5,44.1,46.7,Clayey,Wheat,28-28
21,73,89,28.9,56.8,37.1,Loamy,Oil seeds,14-35-14
94,27,97,32.3,23.8,33.8,Red,Maize,DAP
78,124,60,18.3,24.0,57.4,Clayey,Cotton,10-26-26
21,138,164,31.3,62.7,15.3,Loamy,Tobacco,17-17-17
89,107,8,16.4,35.5,27.7,Black,Wheat,28-28
66,40,156,27.3,93.3,35.0,Sandy,Pulses,14-35-14
133,17,146,16.0,52.5,44.0,Black,Sugarcane,DAP
53,48,27,30.2,93.5,20.0,Red,Oil seeds,14-35-14
106,125,86,22.2,53.7,19.4,Red,Wheat,28-28
19,32,142,30.5,18.3,54.1,Loamy,Barley,Urea
87,103,62,38.0,41.1,21.4,Black,Paddy,17-17-17
84,83,160,30.0,35.3,44.3,Red,Ground Nuts,14-35-14
95,85,135,42.5,57.0,43.5,Black,Ground Nuts,14-35-14
1,123,3,34.6,88.0,17.0,Red,Ground Nuts,14-35-14
46,28,164,16.8,33.6,23.0,Sandy,Wheat,DAP
77,105,129,16.9,20.8,48.0,Black,Tobacco,28-28
108,124,70,17.2,90.2,18.7,Red,Millets,Urea
109,17,26,21.9,50.1,16.1,Clayey,Tobacco,DAP
32,41,159,35.3,31.6,40.9,Red,Paddy,14-35-14
57,79,186,37.5,69.6,33.6,Red,Oil seeds,14-35-14
43,124,41,38.2,96.8,22.8,Red,Tobacco,28-28
112,20,77,43.6,14.7,47.1,Clayey,Wheat,DAP
51,64,38,37.0,35.8,21.3,Loamy,Ground Nuts,14-35-14
71,69,3,34.7,58.3,23.6,Clayey,Barley,28-28
79,65,135,25.2,54.2,31.5,Black,Tobacco,DAP
75,11,78,34.7,28.2,59.6,Loamy,Wheat,DAP
60,60,101,41.9,82.2,47.5,Loamy,Sugarcane,17-17-17
48,24,15,32.3,36.8,43.1,Black,Ground Nuts,DAP
79,75,19,38.1,51.2,56.3,Red,Cotton,14-35-14
109,33,140,15.9,98.4,41.2,Black,Tobacco,DAP
103,90,114,31.4,41.3,47.2,Clayey,Ground Nuts,14-35-14
101,55,82,38.7,84.8,43.9,Clayey,Pulses,14-35-14
100,67,70,44.5,39.5,22.0,Loamy,Sugarcane,20-20
136,18,139,23.3,18.4,55.6,Clayey,Millets,DAP
80,43,58,35.5,62.1,16.3,Loamy,Barley,DAP
105,142,188,20.2,93.4,36.1,Red,Maize,10-26-26
86,49,59,20.5,66.8,12.6,Sandy,Pulses,14-35-14
10,80,61,24.1,25.1,22.4,Sandy,Sugarcane,28-28
48,35,9,36.0,36.4,46.5,Sandy,Cotton,14-35-14
59,95,7,29.0,91.0,29.2,Clayey,Ground Nuts,14-35-14
116,21,148,32.2,30.4,43.9,Red,Sugarcane,DAP
13,9,30,23.1,72.8,59.0,Black,Paddy,Urea
34,110,67,25.1,88.4,12.2,Black,Ground Nuts,14-35-14
29,68,107,44.6,50.3,57.5,Red,Wheat,28-28
5,26,27,25.1,42.6,54.9,Clayey,Barley,Urea
42,88,73,25.9,87.1,48.0,Loamy,Oil seeds,14-35-14
33,82,160,29.8,29.0,46.7,Clayey,Tobacco,10-26-26
59,1,35,31.9,76.5,34.1,Sandy,Sugarcane,DAP
100,45,79,42.9,72.8,10.9,Red,Tobacco,DAP
77,121,142,16.9,96.0,40.6,Sandy,Ground Nuts,14-35-14
59,9,101,28.0,90.5,25.6,Sandy,Oil seeds,DAP
130,72,115,31.6,72.8,36.2,Sandy,Maize,10-26-26
88,19,80,16.0,78.6,42.8,Red,Wheat,DAP
120,91,146,22.0,48.1,32.5,Black,Cotton,10-26-26
112,33,30,23.6,89.8,18.1,Clayey,Paddy,DAP
32,46,171,22.1,89.2,46.6,Red,Maize,10-26-26
46,26,198,36.8,21.2,41.7,Loamy,Oil seeds,DAP
120,32,205,37.9,76.0,59.9,Loamy,Ground Nuts,DAP
117,54,6,43.9,94.4,18.2,Sandy,Wheat,28-28
13,112,56,25.1,46.8,58.6,Clayey,Millets,Urea
127,31,5,43.9,48.0,11.3,Black,Pulses,DAP
76,57,84,31.4,20.5,24.3,Sandy,Sugarcane,20-20
72,115,29,22.3,57.3,50.9,Sandy,Millets,Urea
30,108,71,39.0,81.6,19.6,Sandy,Pulses,14-35-14
55,26,1,21.4,64.8,55.8,Loamy,Millets,DAP
22,96,177,40.3,77.4,54.8,Clayey,Maize,10-26-26
116,8,131,25.2,46.7,57.9,Loamy,Wheat,DAP
108,36,66,37.3,42.5,46.1,Red,Oil seeds,14-35-14
40,100,112,19.5,82.7,38.1,Red,Ground Nuts,14-35-14
64,63,139,43.5,74.4,26.0,Red,Wheat,28-28
47,72,135,18.8,66.5,59.8,Black,Maize,10-26-26
139,26,45,36.7,57.0,38.5,Loamy,Oil seeds,DAP
48,34,93,20.3,89.4,36.3,Sandy,Tobacco,DAP
124,28,45,30.3,45.6,36.7,Red,Sugarcane,DAP
106,85,132,43.1,96.5,34.6,Loamy,Sugarcane,20-20
132,52,179,29.8,53.3,10.4,Black,Sugarcane,20-20
67,34,87,44.9,95.6,39.9,Loamy,Barley,DAP
9,56,198,41.2,28.7,21.0,Red,Ground Nuts,14-35-14
56,71,167,26.6,30.2,21.1,Red,Wheat,28-28
122,65,8,39.2,71.9,12.0,Black,Tobacco,DAP
86,32,136,15.7,35.6,14.6,Red,Paddy,DAP
38,120,192,41.6,48.3,30.0,Loamy,Millets,Urea
62,42,155,25.2,41.5,13.7,Sandy,Wheat,DAP
48,95,185,41.0,43.2,16.2,Loamy,Millets,Urea
95,33,196,20.4,58.0,22.0,Black,Tobacco,DAP
128,7,123,27.1,34.8,54.5,Sandy,Sugarcane,DAP
2,134,99,34.6,46.0,26.6,Clayey,Pulses,14-35-14
64,145,45,25.6,75.1,25.7,Loamy,Barley,28-28
51,30,161,35.4,72.7,52.3,Sandy,Sugarcane,DAP
124,3,188,27.3,16.2,21.0,Sandy,Ground Nuts,DAP
60,20,76,23.7,93.6,37.6,Red,Cotton,DAP
124,62,127,36.5,22.3,13.5,Loamy,Tobacco,17-17-17
114,137,179,28.4,62.3,10.0,Black,Wheat,28-28
108,121,150,19.0,33.9,31.5,Loamy,Ground Nuts,14-35-14
130,61,70,41.4,52.2,56.6,Loamy,Ground Nuts,14-35-14
42,110,65,25.5,24.2,17.3,Black,Cotton,17-17-17
110,131,97,36.7,21.1,39.6,Black,Oil seeds,14-35-14
3,128,49,28.6,80.7,19.7,Loamy,Paddy,DAP
104,139,201,36.6,56.1,47.6,Loamy,Pulses,14-35-14
87,15,147,24.6,42.7,46.9,Black,Oil seeds,DAP
119,62,104,29.2,99.8,31.5,Black,Sugarcane,20-20
86,30,171,31.4,74.2,59.9,Black,Sugarcane,DAP
138,92,67,35.7,65.4,12.6,Clayey,Maize,28-28
5,53,87,24.2,55.4,55.9,Loamy,Paddy,17-17-17
128,55,69,23.5,83.6,19.3,Red,Pulses,14-35-14
123,89,15,32.0,76.7,41.8,Clayey,Ground Nuts,14-35-14
26,75,116,25.8,45.1,23.8,Black,Wheat,28-28
90,119,1,24.2,22.9,53.9,Sandy,Sugarcane,20-20
29,48,170,18.4,85.7,39.2,Black,Wheat,DAP
77,34,70,33.4,45.6,22.9,Black,Maize,DAP
9,60,135,29.1,97.7,13.8,Black,Cotton,10-26-26
51,5,7,22.2,62.9,10.2,Clayey,Pulses,DAP
69,81,117,19.1,38.9,26.6,Black,Sugarcane,20-20
79,51,128,18.5,27.3,51.8,Loamy,Paddy,Urea
98,39,154,44.5,95.2,18.5,Loamy,Barley,DAP
94,77,157,21.1,69.6,44.4,Sandy,Paddy,10-26-26
13,55,146,24.2,71.3,37.0,Loamy,Wheat,28-28
77,111,22,39.9,65.6,40.5,Loamy,Tobacco,17-17-17
17,99,204,27.1,23.1,11.2,Red,Ground Nuts,14-35-14
116,113,95,23.3,56.4,31.8,Loamy,Wheat,28-28
105,40,202,16.6,80.0,43.3,Red,Paddy,14-35-14
63,85,118,26.8,57.0,36.4,Sandy,Maize,10-26-26
72,112,188,27.0,21.1,36.3,Clayey,Maize,10-26-26
97,86,73,36.3,97.5,41.8,Red,Millets,20-20
111,95,4,44.5,49.9,20.6,Loamy,Maize,28-28
84,20,142,23.7,42.1,28.6,Clayey,Cotton,DAP
52,65,166,42.3,41.7,31.3,Loamy,Barley,28-28
1,74,28,42.2,66.3,32.7,Loamy,Oil seeds,14-35-14
21,80,143,17.2,90.8,40.6,Sandy,Cotton,14-35-14
11,24,165,16.8,66.2,50.4,Loamy,Maize,Urea
50,26,164,25.3,95.4,13.6,Clayey,Cotton,DAP
29,40,116,38.1,67.9,10.9,Black,Maize,10-26-26
99,118,68,17.2,73.9,31.9,Clayey,Oil seeds,14-35-14
22,62,117,22.5,45.1,41.6,Loamy,Paddy,Urea
88,52,37,35.2,36.5,26.2,Red,Millets,20-20
136,115,190,44.1,41.4,18.0,Black,Wheat,28-28
122,6,119,38.9,44.1,33.7,Black,Ground Nuts,DAP
78,58,145,28.1,95.6,27.9,Red,Paddy,17-17-17
54,134,90,23.2,82.5,10.4,Loamy,Sugarcane,DAP
105,74,137,27.3,91.7,55.6,Red,Millets,20-20
128,10,106,33.6,74.6,14.1,Loamy,Millets,DAP
16,142,15,15.2,75.1,34.3,Black,Oil seeds,14-35-14
126,130,17,30.1,93.5,22.4,Black,Paddy,10-26-26
106,98,12,34.8,17.7,50.0,Loamy,Sugarcane,20-20
120,38,139,18.7,57.3,23.6,Red,Oil seeds,14-35-14
130,42,49,37.2,83.1,58.2,Sandy,Cotton,14-35-14
11,82,31,38.5,59.6,15.1,Clayey,Sugarcane,14-35-14
50,63,204,25.1,32.8,53.6,Black,Oil seeds,14-35-14
63,0,88,32.4,77.1,13.2,Red,Tobacco,DAP
131,79,110,39.6,92.7,18.7,Red,Millets,20-20
25,5,122,42.0,72.8,15.2,Loamy,Cotton,Urea
47,113,154,32.3,98.1,51.1,Loamy,Barley,28-28
120,108,67,21.9,80.2,16.8,Red,Cotton,14-35-14
8,16,112,38.2,89.4,30.7,Black,Wheat,Urea
62,21,133,23.4,97.5,37.6,Loamy,Barley,DAP
135,132,171,35.9,41.7,50.8,Clayey,Wheat,28-28
48,35,25,22.3,21.7,32.1,Clayey,Wheat,DAP
25,94,78,24.8,43.2,54.8,Sandy,Pulses,14-35-14
58,123,87,32.2,79.3,14.5,Red,Tobacco,10-26-26
80,109,139,16.4,99.8,47.2,Clayey,Maize,10-26-26
21,88,54,43.8,24.0,45.5,Black,Wheat,28-28
18,127,141,17.1,31.4,49.7,Loamy,Maize,10-26-26
133,33,192,22.3,42.2,26.0,Black,Wheat,DAP
82,91,135,19.5,34.1,43.3,Loamy,Maize,10-26-26
124,40,18,37.7,75.2,20.8,Loamy,Barley,DAP
55,64,172,45.0,22.6,35.3,Red,Barley,28-28
21,39,38,41.7,40.2,42.6,Sandy,Sugarcane,Urea
75,90,186,39.1,70.5,54.8,Red,Wheat,28-28
51,111,71,20.8,75.0,13.8,Sandy,Cotton,14-35-14
81,77,183,25.2,75.3,38.6,Red,Millets,Urea
65,125,31,17.1,39.4,44.6,Black,Ground Nuts,14-35-14
28,58,24,35.9,57.6,22.1,Red,Pulses,14-35-14
13,28,143,23.7,45.8,38.2,Loamy,Wheat,Urea
3,83,91,33.4,17.6,42.4,Loamy,Pulses,14-35-14
56,12,135,42.2,18.6,25.4,Sandy,Pulses,DAP
65,25,125,38.0,63.5,51.2,Sandy,Pulses,DAP
138,100,135,30.0,74.4,38.3,Black,Wheat,28-28
38,23,7,25.7,73.8,57.7,Black,Tobacco,DAP
100,62,92,30.8,67.0,57.1,Clayey,Tobacco,Urea
137,100,137,29.6,91.9,36.0,Sandy,Cotton,14-35-14
86,102,182,41.3,99.9,52.5,Clayey,Tobacco,10-26-26
115,81,201,21.5,24.0,54.6,Red,Sugarcane,20-20
138,43,138,44.4,45.7,44.8,Black,Oil seeds,14-35-14
32,59,122,28.6,83.4,32.8,Black,Pulses,14-35-14
30,17,10,18.9,88.9,11.2,Clayey,Pulses,14-35-14
129,21,123,27.5,90.4,28.4,Black,Millets,DAP
41,76,172,37.1,59.6,11.3,Black,Pulses,14-35-14
33,41,32,44.5,91.7,36.4,Black,Paddy,17-17-17
112,14,82,41.4,59.7,40.2,Black,Cotton,DAP
102,6,105,40.0,45.5,47.7,Red,Paddy,DAP
19,116,187,15.1,92.9,14.0,Loamy,Wheat,28-28
107,23,139,20.6,84.9,19.0,Red,Wheat,DAP
73,29,146,24.2,80.5,53.9,Sandy,Paddy,DAP
46,88,57,20.4,71.6,30.4,Clayey,Millets,Urea
126,37,148,26.6,85.7,29.1,Clayey,Wheat,DAP
115,119,40,22.6,88.1,35.5,Red,Tobacco,17-17-17
5,136,138,42.8,19.6,15.7,Loamy,Sugarcane,17-17-17
68,6,127,34.8,28.3,31.9,Black,Oil seeds,DAP
119,34,13,23.3,48.7,50.3,Clayey,Tobacco,DAP
26,63,59,41.8,36.0,31.0,Clayey,Maize,28-28
91,84,86,33.2,45.6,21.2,Red,Paddy,Urea
14,11,94,15.7,58.7,59.4,Black,Paddy,Urea
29,34,20,29.4,99.2,32.4,Red,Tobacco,Urea
91,59,66,25.8,14.3,49.1,Red,Maize,28-28
5,86,136,30.0,46.9,54.9,Black,Maize,10-26-26
140,122,159,25.7,39.0,26.4,Clayey,Cotton,10-26-26
129,44,95,39.0,44.0,47.9,Black,Ground Nuts,14-35-14
134,32,136,21.1,92.8,56.2,Red,Ground Nuts,DAP
88,0,109,43.4,59.6,24.1,Loamy,Oil seeds,DAP
5,16,45,22.0,36.7,53.7,Clayey,Tobacco,Urea
5,108,195,44.5,40.1,26.2,Black,Wheat,28-28
115,42,57,43.1,58.0,10.1,Red,Ground Nuts,14-35-14
64,123,191,15.2,43.1,32.7,Black,Cotton,10-26-26
69,94,133,32.0,39.8,24.8,Red,Wheat,28-28
24,73,38,42.6,63.4,56.0,Loamy,Tobacco,17-17-17
114,21,3,23.2,88.1,11.8,Black,Paddy,DAP
68,139,92,37.8,32.2,57.6,Black,Tobacco,20-20
15,143,41,27.5,33.2,46.2,Red,Pulses,14-35-14
23,18,74,19.1,45.1,33.2,Red,Tobacco,Urea
17,139,141,39.3,65.2,37.4,Clayey,Wheat,28-28
133,87,114,34.0,87.4,33.3,Black,Millets,20-20
12,121,199,40.4,66.4,40.5,Clayey,Paddy,10-26-26
65,114,35,30.2,41.8,20.2,Red,Pulses,14-35-14
17,35,151,35.3,21.8,17.4,Black,Pulses,Urea
15,16,23,40.0,17.2,22.7,Loamy,Ground Nuts,Urea
137,13,111,34.7,39.4,33.2,Sandy,Cotton,DAP
71,100,48,41.7,55.5,16.8,Clayey,Paddy,Urea
27,87,3,28.1,83.4,39.3,Sandy,Barley,28-28
73,68,150,17.6,87.8,34.2,Loamy,Cotton,28-28
111,59,77,38.5,33.7,58.6,Red,Barley,28-28
45,72,53,18.9,70.9,32.6,Clayey,Sugarcane,20-20
72,11,31,16.2,97.7,14.0,Loamy,Tobacco,DAP
25,53,171,22.5,29.4,42.9,Loamy,Sugarcane,28-28
129,59,184,44.3,66.6,18.6,Sandy,Pulses,14-35-14
30,54,152,31.0,38.8,16.4,Black,Oil seeds,14-35-14
35,20,37,26.6,53.4,41.4,Clayey,Ground Nuts,14-35-14
119,117,0,15.7,64.7,48.8,Black,Paddy,10-26-26
7,93,141,27.2,70.9,57.7,Black,Cotton,10-26-26
6,11,83,25.6,99.0,45.7,Clayey,Sugarcane,Urea
55,9,146,33.3,63.4,44.0,Red,Pulses,DAP
83,3,96,16.7,66.2,36.5,Clayey,Oil seeds,DAP
94,40,163,28.8,52.2,33.0,Clayey,Wheat,DAP
13,92,34,25.1,33.2,32.6,Clayey,Millets,20-20
10,100,8,31.1,88.0,34.5,Sandy,Pulses,14-35-14
4,111,54,27.1,56.6,58.3,Sandy,Pulses,14-35-14
20,136,65,26.8,74.3,10.8,Sandy,Tobacco,14-35-14
36,5,81,43.1,86.5,55.4,Clayey,Barley,DAP
140,100,185,28.1,54.6,34.9,Sandy,Maize,10-26-26
88,123,99,39.0,94.3,14.0,Loamy,Ground Nuts,14-35-14
8,44,164,35.5,86.6,40.0,Black,Tobacco,14-35-14
139,8,91,41.0,22.0,26.7,Red,Oil seeds,DAP
87,105,146,40.1,19.5,24.9,Sandy,Barley,28-28
109,111,173,39.4,79.9,49.3,Black,Barley,28-28
77,60,110,37.2,78.8,58.6,Clayey,Cotton,Urea
98,117,68,44.3,64.7,36.1,Sandy,Pulses,14-35-14
57,111,122,34.4,28.7,41.5,Red,Paddy,28-28
32,26,41,22.3,34.9,38.6,Loamy,Maize,17-17-17
11,57,94,23.2,59.0,35.5,Red,Oil seeds,14-35-14
49,3,199,37.0,77.5,59.4,Sandy,Barley,DAP
104,3,140,34.9,98.4,41.3,Red,Ground Nuts,DAP
74,129,196,42.2,79.1,59.1,Sandy,Wheat,28-28
125,76,181,31.3,96.0,25.6,Black,Wheat,28-28
102,99,31,40.3,43.4,57.9,Black,Barley,28-28
21,127,28,44.5,57.2,57.6,Clayey,Wheat,28-28
95,85,111,31.0,52.9,11.8,Red,Pulses,14-35-14
77,125,164,33.0,79.7,57.8,Loamy,Wheat,28-28
9,72,112,39.5,15.7,37.1,Sandy,Oil seeds,14-35-14
100,17,163,24.9,44.6,12.1,Sandy,Maize,DAP
8,119,91,25.6,52.5,29.0,Sandy,Tobacco,DAP
96,11,185,34.5,42.1,12.5,Clayey,Barley,DAP
71,91,6,18.7,64.5,24.9,Loamy,Tobacco,17-17-17
45,104,108,19.0,57.2,49.0,Loamy,Pulses,14-35-14
132,111,142,20.3,72.5,34.5,Clayey,Sugarcane,20-20
21,122,161,26.2,25.6,45.4,Sandy,Cotton,14-35-14
23,140,192,42.2,69.7,33.9,Clayey,Barley,28-28
5,67,13,15.1,45.5,16.9,Black,Barley,28-28
83,119,52,35.3,38.2,10.8,Red,Paddy,28-28
14,21,177,38.7,38.7,52.3,Black,Maize,Urea
82,103,90,25.3,42.3,44.4,Loamy,Maize,28-28
20,33,72,34.6,31.4,55.6,Clayey,Pulses,Urea
108,62,11,19.1,26.5,48.1,Loamy,Tobacco,17-17-17
51,46,98,44.1,93.0,29.0,Red,Tobacco,10-26-26
113,43,113,37.8,95.8,42.3,Sandy,Oil seeds,14-35-14
124,78,144,22.2,81.8,43.8,Red,Sugarcane,20-20
49,54,131,32.9,15.2,26.2,Red,Paddy,DAP
111,11,168,21.9,51.0,53.6,Clayey,Tobacco,DAP
57,95,20,15.4,90.6,28.7,Red,Maize,28-28
127,29,93,20.3,93.0,22.3,Red,Barley,DAP
90,108,15,39.9,26.7,37.4,Loamy,Barley,28-28
121,88,61,34.6,51.3,15.6,Sandy,Wheat,28-28
44,79,31,35.7,75.9,37.9,Black,Cotton,DAP
107,3,70,42.7,90.3,30.3,Red,Paddy,DAP
132,98,65,39.8,85.9,51.5,Clayey,Tobacco,28-28
54,4,191,39.5,78.7,50.9,Black,Maize,DAP
81,93,165,44.8,56.2,51.8,Loamy,Cotton,10-26-26
115,43,89,33.9,58.7,58.5,Sandy,Pulses,14-35-14
120,124,32,18.1,38.3,14.4,Sandy,Maize,28-28
128,141,89,42.3,53.1,48.9,Loamy,Tobacco,17-17-17
62,82,200,15.9,97.6,43.6,Red,Barley,28-28
125,91,39,42.0,38.6,22.9,Red,Barley,28-28
60,40,110,15.3,14.8,26.5,Sandy,Paddy,28-28
41,13,32,30.7,58.8,28.5,Loamy,Millets,DAP
123,31,100,40.7,46.3,45.5,Loamy,Paddy,DAP
57,100,63,42.1,28.1,26.9,Red,Millets,Urea
87,104,129,36.3,27.7,34.0,Loamy,Ground Nuts,14-35-14
44,37,123,18.7,95.2,27.1,Sandy,Cotton,14-35-14
20,22,75,41.9,23.2,27.9,Sandy,Barley,Urea
132,142,148,40.3,32.7,10.7,Black,Wheat,28-28
129,119,184,21.1,79.6,22.1,Red,Oil seeds,14-35-14
74,82,37,37.8,47.2,47.7,Sandy,Millets,20-20
104,37,111,33.6,67.3,53.5,Black,Barley,DAP
42,133,154,21.9,36.6,14.2,Red,Millets,20-20
105,63,152,32.4,68.7,27.6,Red,Tobacco,14-35-14
84,25,183,16.3,20.2,22.2,Clayey,Oil seeds,DAP
135,72,44,44.3,34.4,41.4,Clayey,Pulses,14-35-14
102,23,72,22.8,86.0,18.2,Clayey,Pulses,DAP
92,108,49,20.8,31.2,33.5,Red,Maize,28-28
54,26,66,21.3,77.6,30.4,Sandy,Cotton,DAP
82,41,155,19.1,71.1,36.1,Loamy,Paddy,DAP
14,109,72,21.4,15.1,59.9,Clayey,Ground Nuts,14-35-14
83,59,85,33.8,49.4,21.7,Clayey,Tobacco,10-26-26
27,9,26,25.2,82.2,20.6,Black,Sugarcane,Urea
62,69,98,28.2,69.7,45.1,Clayey,Ground Nuts,14-35-14
131,10,133,41.8,29.9,12.0,Loamy,Ground Nuts,DAP
96,33,157,35.6,47.8,48.7,Sandy,Cotton,DAP
110,70,52,16.3,17.0,31.4,Black,Ground Nuts,14-35-14
18,65,161,36.0,99.7,11.7,Red,Ground Nuts,14-35-14
54,14,126,26.5,64.2,29.2,Red,Pulses,DAP
113,136,193,40.9,80.7,19.5,Red,Sugarcane,20-20
43,15,77,16.5,74.5,30.6,Clayey,Sugarcane,DAP
30,120,50,22.6,92.0,41.8,Sandy,Tobacco,28-28
33,71,174,23.2,97.7,47.1,Clayey,Cotton,17-17-17
51,75,18,34.9,34.7,16.0,Sandy,Cotton,14-35-14
140,108,114,17.7,74.2,46.1,Loamy,Paddy,28-28
92,67,62,33.3,23.5,44.1,Loamy,Ground Nuts,14-35-14
17,103,73,39.3,16.4,44.5,Black,Cotton,Urea
100,8,89,23.0,19.1,48.3,Clayey,Oil seeds,DAP
113,17,28,15.3,40.2,29.9,Loamy,Pulses,DAP
40,114,80,42.8,42.2,21.2,Sandy,Paddy,Urea
21,138,84,32.8,58.3,17.8,Red,Pulses,14-35-14
33,72,76,38.7,26.5,56.7,Black,Oil seeds,14-35-14
60,121,34,26.8,74.1,14.4,Loamy,Ground Nuts,14-35-14
76,67,205,36.0,74.4,37.4,Black,Ground Nuts,14-35-14
20,100,85,32.8,31.8,20.4,Clayey,Cotton,DAP
77,20,119,26.9,22.2,22.8,Loamy,Cotton,DAP
140,123,140,39.2,37.7,26.5,Sandy,Cotton,14-35-14
86,111,141,18.9,78.7,12.3,Black,Oil seeds,14-35-14
67,89,109,34.9,17.8,49.3,Red,Ground Nuts,14-35-14
137,98,20,37.6,34.0,18.4,Loamy,Wheat,28-28
93,131,98,24.4,44.8,58.3,Sandy,Oil seeds,14-35-14
22,84,158,16.0,75.0,57.8,Clayey,Tobacco,10-26-26
99,15,153,34.9,57.1,42.9,Red,Millets,DAP
110,94,15,20.7,68.4,37.6,Loamy,Oil seeds,14-35-14
63,13,22,16.2,62.7,54.4,Sandy,Paddy,DAP
101,12,160,33.1,62.6,17.5,Red,Tobacco,DAP
121,89,102,41.2,62.0,26.6,Clayey,Paddy,DAP
40,81,101,45.0,28.5,14.4,Loamy,Tobacco,17-17-17
2,107,170,40.9,38.4,55.8,Sandy,Oil seeds,14-35-14
96,14,87,34.4,93.4,18.4,Sandy,Barley,DAP
130,125,158,32.2,15.1,33.8,Red,Barley,28-28
137,16,66,30.7,92.5,11.1,Loamy,Cotton,DAP
86,71,201,17.8,59.5,24.6,Clayey,Pulses,14-35-14
108,13,164,42.0,42.0,46.6,Sandy,Paddy,DAP
37,128,40,19.2,32.1,47.1,Sandy,Barley,28-28
112,130,185,19.8,81.0,25.0,Clayey,Wheat,28-28
117,65,143,24.8,37.0,37.2,Red,Oil seeds,14-35-14
88,125,76,41.9,82.2,58.1,Red,Tobacco,14-35-14
78,93,65,36.9,23.0,51.6,Clayey,Sugarcane,20-20
48,88,81,42.7,39.3,54.3,Clayey,Tobacco,20-20
116,105,131,20.3,87.0,20.6,Clayey,Maize,10-26-26
60,103,50,44.4,44.9,28.4,Red,Sugarcane,17-17-17
137,87,179,28.5,31.0,14.4,Red,Ground Nuts,14-35-14
21,68,191,33.5,18.5,47.0,Black,Maize,10-26-26
14,43,172,22.0,50.8,54.5,Black,Sugarcane,DAP
120,30,183,40.2,73.9,15.6,Clayey,Paddy,DAP
131,136,129,35.0,45.4,13.0,Loamy,Millets,20-20
56,41,52,18.3,22.2,57.0,Sandy,Tobacco,17-17-17
80,7,10,33.7,61.0,20.4,Clayey,Paddy,DAP
80,86,41,26.8,27.7,18.8,Black,Barley,28-28
36,20,160,31.3,17.4,33.2,Red,Ground Nuts,DAP
27,49,34,32.6,84.5,52.9,Black,Maize,17-17-17
40,66,47,39.5,60.8,43.8,Clayey,Millets,Urea
83,123,110,21.6,39.8,57.3,Loamy,Paddy,14-35-14
22,134,126,22.4,39.8,45.4,Black,Barley,28-28
18,94,38,28.0,77.5,49.0,Loamy,Barley,28-28
88,15,157,20.5,62.4,16.7,Sandy,Millets,DAP
17,4,167,20.6,84.1,40.7,Black,Barley,Urea
48,3,177,23.5,89.0,37.3,Loamy,Millets,DAP
58,129,118,41.0,76.6,13.8,Red,Barley,28-28
27,129,65,26.7,43.0,36.2,Red,Pulses,14-35-14
